stock_code,country,revenue,quantity,transactions
85031C,EIRE,14.85,3,1
85008,Sweden,14.85,3,1
22222,Italy,14.85,3,1
22474,France,14.85,3,1
22912,Cyprus,14.85,3,1
22323,Channel Islands,14.85,3,1
22943,Belgium,14.85,3,1
23532,EIRE,14.85,3,1
22943,Spain,14.85,3,1
23532,Germany,14.85,3,1
22311,United Arab Emirates,14.85,3,1
90135A,EIRE,14.85,3,1
21116,France,14.85,3,1
23113,Spain,14.85,3,1
22474,Canada,14.85,3,1
47505,Cyprus,14.85,3,1
22138,Poland,14.85,3,1
22611,Japan,14.85,3,1
22278,Poland,14.85,3,1
21730,Finland,14.85,3,1
22623,Cyprus,14.85,3,1
23413,Cyprus,14.85,3,1
22138,RSA,14.85,3,1
20997,France,14.85,3,1
22222,Finland,14.85,3,1
22476,Portugal,14.85,3,1
23298,Italy,14.85,3,1
85127,Spain,14.85,3,1
85232A,Greece,14.85,3,1
22278,Italy,14.85,3,1
22139,Canada,14.85,3,1
22505,Israel,14.85,3,1
90141A,EIRE,14.85,3,1
90197B,EIRE,14.85,3,1
85031A,Germany,14.85,3,1
22943,Switzerland,14.85,3,1
35241,Austria,14.85,3,1
22139,Malta,14.85,3,1
85232B,Norway,14.85,3,1
35241,Greece,14.85,3,1
22472,France,14.85,3,1
22943,Austria,14.85,3,1
85031B,Germany,14.85,3,1
22475,Italy,14.85,3,1
85232D,Canada,14.85,3,1
22476,Italy,14.85,3,1
21539,Italy,14.85,3,1
22324,Channel Islands,14.85,3,1
85031B,EIRE,14.85,3,1
22784,Channel Islands,14.85,3,1
21485,USA,14.85,3,1
22112,Malta,14.85,3,1
22720,Israel,14.85,3,1
85232A,Cyprus,14.85,3,1
22139,RSA,14.85,3,1
22222,Portugal,14.85,3,1
85232D,Sweden,14.85,3,1
35241,Switzerland,14.85,3,1
22472,Canada,14.85,3,1
22325,Austria,14.85,3,1
23114,Sweden,14.85,3,1
23117,Germany,14.85,3,1
90141B,EIRE,14.85,3,1
23117,Sweden,14.85,3,1
22456,Switzerland,14.85,3,1
23116,Austria,14.85,3,1
21846,Australia,14.85,3,1
85232D,Thailand,14.85,3,1
21850,EIRE,14.85,3,1
22425,Australia,14.85,3,1
23113,Austria,14.85,3,1
22111,Denmark,14.85,3,1
90157,EIRE,14.85,3,1
22913,Canada,14.85,3,1
22332,Switzerland,14.85,9,2
85232A,France,14.85,3,1
21485,Bahrain,14.85,3,1
85008,Channel Islands,14.85,3,1
35241,Malta,14.85,3,1
22473,Belgium,14.85,3,1
21730,Spain,14.85,3,1
22473,Lebanon,14.85,3,1
22118,Greece,14.85,3,1
21730,Cyprus,14.85,3,1
21975,Portugal,14.85,27,3
22913,Cyprus,14.85,3,1
35241,Finland,14.85,3,1
20997,Channel Islands,14.85,3,1
22112,Greece,14.85,3,1
22325,Hong Kong,14.85,3,1
21485,Belgium,14.85,3,1
22611,Poland,14.85,3,1
22323,Portugal,14.85,3,1
22112,Australia,14.85,3,1
21363,Greece,14.85,3,1
21850,Bahrain,14.85,3,1
22325,Italy,14.85,3,1
22473,Unspecified,14.85,3,1
22720,Malta,14.85,3,1
22222,Belgium,14.85,3,1
90192,Spain,14.85,3,1
22222,Unspecified,14.85,3,1
23103,Spain,14.85,9,2
85232D,Cyprus,14.85,3,1
22138,Bahrain,14.85,3,1
23117,Cyprus,14.85,3,1
23114,Cyprus,14.85,3,1
22474,Switzerland,14.85,3,1
22476,Channel Islands,14.85,3,1
22914,Canada,14.85,3,1
85232A,Thailand,14.85,3,1
23309,Unspecified,14.85,27,3
22471,Canada,14.85,3,1
22617,Sweden,14.85,3,1
22784,Malta,14.85,3,1
22721,European Community,14.85,3,1
22471,Sweden,14.85,3,1
22611,Italy,14.85,3,1
22472,Cyprus,14.85,3,1
21770,Germany,14.85,3,2
22617,Portugal,14.85,3,1
23113,Poland,14.85,3,1
22112,Austria,14.85,3,1
23113,Italy,14.85,3,1
22278,Belgium,14.85,3,1
22111,Austria,14.85,3,1
90141E,EIRE,14.85,3,1
22912,Norway,14.85,3,1
35241,Poland,14.85,3,1
22223,Channel Islands,14.85,3,1
22111,Unspecified,14.85,3,1
21116,Netherlands,14.85,3,1
22623,Sweden,14.85,3,1
23128,Spain,14.85,3,1
85232D,Switzerland,14.85,3,1
21533,Spain,14.85,3,1
22617,Malta,14.85,3,1
22474,Belgium,14.85,3,1
23298,Israel,14.85,3,1
23114,Switzerland,14.85,3,1
21116,Cyprus,14.85,3,1
22475,Bahrain,14.85,3,1
21533,Netherlands,14.85,3,1
22474,Cyprus,14.85,3,1
22139,Cyprus,14.85,3,1
90141C,EIRE,14.85,3,1
75013B,Spain,14.85,9,2
22913,Channel Islands,14.85,3,1
84567,United Kingdom,14.85,9,1
22139,Lebanon,14.85,3,1
22222,Switzerland,14.85,3,1
22475,Lebanon,14.85,3,1
90141D,EIRE,14.85,3,1
22912,Germany,14.85,3,1
85008,Belgium,14.85,3,1
21847,EIRE,14.85,3,1
22784,France,14.85,3,1
23424,Portugal,14.85,3,1
22912,Canada,14.85,3,1
22118,Spain,14.85,3,1
22617,Poland,14.85,3,1
22325,Thailand,14.85,3,1
22278,Channel Islands,14.85,3,1
85125,Unspecified,14.85,3,1
21533,Unspecified,14.85,3,1
21442,EIRE,14.76,36,2
22343,EIRE,14.76,36,2
21614,Korea,14.75,5,1
21936,Cyprus,14.75,5,1
22911,Unspecified,14.75,5,3
90011D,United Kingdom,14.75,5,5
21932,Switzerland,14.75,5,1
21937,Portugal,14.75,5,1
21936,Unspecified,14.75,5,1
21937,Finland,14.75,5,1
21933,United Arab Emirates,14.75,5,1
21936,Greece,14.75,5,1
21936,Austria,14.75,5,1
22669,Singapore,14.75,5,1
21936,RSA,14.75,5,1
22668,USA,14.75,5,1
21937,Switzerland,14.75,5,1
22668,Singapore,14.75,5,1
21937,Channel Islands,14.75,5,1
21936,Finland,14.75,5,1
SP1002,United Kingdom,14.75,5,2
16207A,France,14.75,5,1
22470,Spain,14.75,5,1
21932,Finland,14.75,5,1
22668,Poland,14.75,5,1
22964,Unspecified,14.7,7,2
22516,Germany,14.7,7,2
84933B,EIRE,14.7,7,2
20754,Italy,14.7,7,2
21415,Germany,14.7,7,2
85053,Switzerland,14.7,7,2
20711,Spain,14.56,7,2
22110,USA,14.55,5,2
23634,United Kingdom,14.55,5,5
46000S,Channel Islands,14.5,10,1
22897,Channel Islands,14.5,10,1
22734,Portugal,14.45,5,1
84821,Spain,14.45,17,2
21790,Portugal,14.45,17,2
16033,Germany,14.4,120,1
16033,Austria,14.4,120,1
23509,Netherlands,14.4,40,1
16033,Unspecified,14.4,120,1
21976,Portugal,14.3,26,2
21108,Austria,14.22,18,1
23186,Spain,14.21,49,2
21286,EIRE,14.16,24,2
22044,EIRE,14.16,60,3
22094,Canada,14.04,36,1
21090,Switzerland,14.04,36,2
22098,Canada,14.04,36,1
22100,Canada,14.04,36,1
21318,EIRE,14.04,36,1
22100,Germany,14.04,36,1
22097,Switzerland,14.04,36,1
22094,Poland,14.04,36,1
22092,United Arab Emirates,14.04,36,1
22093,Canada,14.04,36,1
22092,Poland,14.04,36,1
84531B,Finland,14.04,12,2
22099,Canada,14.04,36,1
21208,Germany,14.04,36,3
22096,Spain,14.04,36,1
21208,EIRE,14.04,36,1
21984,Spain,14.04,36,2
84031B,Germany,13.95,3,1
84856S,Italy,13.95,3,1
84031A,Spain,13.95,3,1
85180B,Greece,13.95,3,1
85007,Bahrain,13.95,3,1
84031A,Germany,13.95,3,1
21341,France,13.95,3,1
21341,EIRE,13.95,3,1
85090,Germany,13.95,3,1
37485,USA,13.95,3,1
84613A,Belgium,13.95,3,1
21983,Greece,13.92,48,1
85212,Israel,13.92,48,1
21985,Channel Islands,13.92,48,1
21980,Unspecified,13.92,48,1
21982,Portugal,13.92,48,2
21986,United Arab Emirates,13.92,48,1
84077,Portugal,13.92,48,1
22614,Austria,13.92,48,1
21986,Unspecified,13.92,48,1
21967,EIRE,13.92,48,2
21980,Australia,13.92,48,1
79051A,Germany,13.92,48,1
21980,United Arab Emirates,13.92,48,1
23187,Australia,13.92,48,1
21985,Unspecified,13.92,48,1
72225D,Greece,13.92,48,1
22616,Australia,13.92,48,1
22614,Finland,13.92,48,1
23186,Denmark,13.92,48,1
85230F,Greece,13.92,48,1
21986,Singapore,13.92,48,1
22616,Switzerland,13.92,48,1
21014,Germany,13.92,48,2
22577,Finland,13.92,48,2
23187,Norway,13.92,48,1
21984,United Arab Emirates,13.92,48,2
22614,EIRE,13.92,48,2
23186,Germany,13.92,48,1
85230A,France,13.92,48,2
23187,France,13.92,48,1
21984,Unspecified,13.92,48,1
21986,Finland,13.92,48,1
21311,Germany,13.92,48,2
84356,Norway,13.9,2,1
84638,Malta,13.9,2,1
21625,Portugal,13.9,2,1
21852,United Kingdom,13.9,2,2
20704,Austria,13.9,2,1
84356,Switzerland,13.9,2,1
20705,Netherlands,13.9,2,1
20704,Netherlands,13.9,2,1
84867A,France,13.9,2,1
84638,EIRE,13.9,2,1
20705,Belgium,13.9,2,1
21276,Cyprus,13.9,2,1
82483,Switzerland,13.9,2,1
84868A,United Kingdom,13.9,2,2
84406b,United Kingdom,13.82,2,2
21484,Italy,13.8,4,1
21484,Cyprus,13.8,4,1
21484,Netherlands,13.8,4,1
22110,Unspecified,13.8,4,1
35597A,United Kingdom,13.75,11,5
16245A,United Kingdom,13.75,11,7
23292,Spain,13.75,11,3
35824B,Greece,13.68,36,1
17091J,Norway,13.68,36,1
35936,United Kingdom,13.68,36,9
85213,EIRE,13.68,24,2
22608,Germany,13.68,72,2
35607A,EIRE,13.68,72,1
17091A,Greece,13.68,36,1
84814B,United Kingdom,13.65,7,3
84250M,United Kingdom,13.62,16,12
23288,Norway,13.6,16,1
21292,Lithuania,13.6,16,1
22247,Austria,13.6,16,1
22595,Spain,13.6,16,2
21291,Austria,13.6,16,1
21291,United Arab Emirates,13.6,16,1
21292,Netherlands,13.6,16,1
84458,EIRE,13.6,16,2
22248,EIRE,13.6,16,1
22250,Greece,13.6,16,1
84520B,Cyprus,13.6,16,2
21422,EIRE,13.6,16,1
21291,Netherlands,13.6,16,1
23285,Norway,13.6,16,1
22599,France,13.6,16,1
21292,Austria,13.6,16,1
22348,USA,13.6,16,2
22249,EIRE,13.6,16,1
21240,Canada,13.6,16,1
22248,Belgium,13.6,16,1
21240,USA,13.6,16,1
23285,Israel,13.6,16,1
22249,Netherlands,13.6,16,1
21239,Italy,13.6,16,2
22247,Germany,13.6,16,1
21292,Sweden,13.6,16,1
21239,USA,13.6,16,1
21238,USA,13.6,16,1
21240,Italy,13.6,16,2
21238,Canada,13.6,16,1
21239,Canada,13.6,16,1
21292,Portugal,13.6,16,1
21292,Germany,13.6,16,1
84867a,United Kingdom,13.57,1,1
79342b,United Kingdom,13.57,1,1
84879,Poland,13.52,8,1
85119,Germany,13.52,8,1
21135,Channel Islands,13.52,8,1
21135,Switzerland,13.52,8,1
21242,Italy,13.52,8,1
21702,USA,13.52,8,1
21136,Canada,13.52,8,1
85119,Italy,13.52,8,1
21245,Australia,13.52,8,1
21242,Malta,13.52,8,1
84879,Canada,13.52,8,1
21243,Malta,13.52,8,1
21135,Norway,13.52,8,1
21245,Malta,13.52,8,1
21245,Finland,13.52,8,1
21135,Italy,13.52,8,1
84879,Belgium,13.52,8,1
21242,Channel Islands,13.52,8,1
21243,Cyprus,13.52,8,1
21242,Cyprus,13.52,8,1
21576,Austria,13.5,6,1
21349,Belgium,13.5,2,1
21110,Belgium,13.5,2,1
48173C,Malta,13.5,2,1
48184,Malta,13.5,2,1
21579,Japan,13.5,6,1
21578,Lithuania,13.5,6,1
22785,Germany,13.5,2,1
48111,Cyprus,13.5,2,1
21525,Germany,13.5,2,2
21578,Japan,13.5,6,1
21577,Thailand,13.5,6,1
48195,Cyprus,13.5,2,1
21580,RSA,13.5,6,1
21581,Italy,13.5,6,1
21109,France,13.5,2,1
48116,Cyprus,13.5,2,1
22843,Norway,13.5,2,1
21462,Cyprus,13.5,2,1
21579,Austria,13.5,6,1
21579,Iceland,13.5,6,1
21462,Greece,13.5,2,1
21576,Lithuania,13.5,6,1
21577,Denmark,13.5,6,1
21580,France,13.5,6,1
20685,Cyprus,13.5,2,1
22795,Poland,13.5,2,1
21577,Finland,13.5,6,1
48103,Cyprus,13.5,2,1
22842,Italy,13.5,2,1
21110,Austria,13.5,2,1
21351,France,13.5,2,1
21577,Poland,13.5,6,1
21115,Israel,13.5,2,1
21110,Greece,13.5,2,1
21955,Malta,13.5,2,1
22843,France,13.5,2,1
21577,Malta,13.5,6,1
21577,Italy,13.5,6,1
21576,Japan,13.5,6,1
48116,Austria,13.5,2,1
21524,Malta,13.5,2,1
21577,Austria,13.5,6,1
21349,Poland,13.5,2,1
22468,Cyprus,13.5,2,1
84839,Unspecified,13.5,2,1
21462,Finland,13.5,2,1
21578,Denmark,13.5,6,1
21523,Malta,13.5,2,1
21351,Belgium,13.5,2,1
21349,Italy,13.5,2,1
21462,RSA,13.5,2,1
21580,Japan,13.5,6,1
22106,Italy,13.5,2,1
21793,EIRE,13.5,2,1
22842,Austria,13.5,2,1
21579,Denmark,13.5,6,1
22414,EIRE,13.5,2,1
21581,Lithuania,13.5,6,1
21578,Norway,13.5,6,1
21576,Thailand,13.5,6,1
22468,Switzerland,13.5,2,1
48185,Malta,13.5,2,1
22366,Bahrain,13.5,2,1
21576,Malta,13.5,6,1
21576,Denmark,13.5,6,1
21109,Belgium,13.5,2,1
21462,Sweden,13.5,2,1
48195,Portugal,13.5,2,1
21577,Netherlands,13.5,6,1
21578,Thailand,13.5,6,1
84529C,Japan,13.5,2,1
22843,Austria,13.5,2,1
22179,Sweden,13.5,2,1
21578,Sweden,13.5,6,1
21349,Singapore,13.5,2,1
48173C,Austria,13.5,2,1
48187,Malta,13.5,2,1
22795,Cyprus,13.5,2,1
85103,EIRE,13.5,2,1
21577,Japan,13.5,6,1
21579,Sweden,13.5,6,1
21115,France,13.5,2,1
48195,EIRE,13.5,2,1
85186C,Spain,13.44,32,1
84596L,Belgium,13.44,32,2
85172,Sweden,13.44,32,1
85175,France,13.44,32,2
79149B,United Kingdom,13.44,32,14
84536B,France,13.44,32,2
84596G,EIRE,13.44,32,2
85039b,United Kingdom,13.44,4,1
72756,EIRE,13.41,9,1
72756,Cyprus,13.41,9,1
72756,United Arab Emirates,13.41,9,1
90204,Germany,13.4,4,1
90204,EIRE,13.4,4,1
62097B,United Kingdom,13.37,11,4
23639,United Kingdom,13.32,4,4
23046,Unspecified,13.3,2,1
23607,United Kingdom,13.28,8,7
23295,Belgium,13.28,16,1
23353,Portugal,13.28,16,2
23293,Canada,13.28,16,1
23271,Iceland,13.28,16,1
23271,Italy,13.28,16,1
23271,Germany,13.28,16,1
23293,Israel,13.28,16,1
47021G,EIRE,13.26,34,1
82580,Spain,13.2,24,2
21431,Finland,13.2,8,1
82578,Greece,13.2,24,2
21213,Unspecified,13.2,24,1
47591B,Poland,13.2,8,1
21975,United Arab Emirates,13.2,24,1
21977,United Arab Emirates,13.2,24,1
22417,Italy,13.2,24,1
22952,Portugal,13.2,24,1
21975,Israel,13.2,24,1
21977,Israel,13.2,24,1
23309,Norway,13.2,24,1
23308,Portugal,13.2,24,1
84991,Nigeria,13.2,24,1
22334,Switzerland,13.2,8,1
22951,Canada,13.2,24,1
84989A,Finland,13.2,24,1
21976,Japan,13.2,24,1
84990,Netherlands,13.2,24,1
22417,Finland,13.2,24,1
23307,Denmark,13.2,24,1
84929,Lebanon,13.2,24,1
84991,Hong Kong,13.2,24,1
20727,Unspecified,13.2,8,1
84929,Spain,13.2,24,1
21213,Austria,13.2,24,1
82580,Greece,13.2,24,2
82581,Spain,13.2,24,2
21213,Switzerland,13.2,24,1
22333,Cyprus,13.2,8,1
21215,Channel Islands,13.2,24,1
21976,Israel,13.2,24,1
22417,Singapore,13.2,24,1
23309,USA,13.2,24,1
20857,Austria,13.2,8,1
84989A,Sweden,13.2,24,1
22055,Sweden,13.2,8,1
22054,EIRE,13.2,8,1
22331,Belgium,13.2,8,1
22952,Denmark,13.2,24,1
21212,United Arab Emirates,13.2,24,1
84989A,Germany,13.2,24,1
22951,Hong Kong,13.2,24,1
84991,Italy,13.2,24,1
21213,United Arab Emirates,13.2,24,1
22952,Italy,13.2,24,1
23307,Portugal,13.2,24,1
22759,Unspecified,13.2,8,1
84989B,Netherlands,13.2,24,1
23307,European Community,13.2,24,1
22055,Unspecified,13.2,8,1
85226A,EIRE,13.2,24,2
22952,United Arab Emirates,13.2,24,1
22232,Austria,13.2,8,1
84989B,Spain,13.2,24,1
22951,Israel,13.2,24,1
82580,Finland,13.2,24,2
21431,Lithuania,13.2,8,1
21977,Singapore,13.2,24,1
21975,Singapore,13.2,24,1
23307,Japan,13.2,24,1
21213,Denmark,13.2,24,1
22332,RSA,13.2,8,1
22652,USA,13.2,8,1
85196,United Arab Emirates,13.2,24,2
21977,Canada,13.2,24,1
84991,United Arab Emirates,13.2,24,1
21213,Hong Kong,13.2,24,1
21976,Hong Kong,13.2,24,1
82580,Poland,13.2,24,2
22055,Netherlands,13.2,8,1
22332,Hong Kong,13.2,8,1
22951,Austria,13.2,24,1
22952,Austria,13.2,24,1
21429,Italy,13.2,8,1
22952,Switzerland,13.2,24,1
21975,USA,13.2,24,1
47591B,Lithuania,13.2,8,1
21215,France,13.2,24,1
22333,Finland,13.2,8,1
22054,Austria,13.2,8,1
22384,USA,13.2,8,1
82581,Finland,13.2,24,2
23308,European Community,13.2,24,1
82580,Portugal,13.2,24,2
22417,Austria,13.2,24,1
21212,Canada,13.2,24,1
22417,Israel,13.2,24,1
23307,Israel,13.2,24,1
82578,Poland,13.2,24,2
21212,Singapore,13.2,24,1
84992,Italy,13.2,24,1
85117,Belgium,13.2,8,1
23321,France,13.2,8,2
84990,Portugal,13.2,24,1
22333,RSA,13.2,8,1
21975,Denmark,13.2,24,1
22334,Hong Kong,13.2,8,1
22055,Austria,13.2,8,1
23307,Switzerland,13.2,24,1
85226C,Germany,13.2,24,2
47591B,United Arab Emirates,13.2,8,1
22331,RSA,13.2,8,1
21977,Hong Kong,13.2,24,1
22662,Spain,13.2,8,5
22951,Japan,13.2,24,1
21429,Canada,13.2,8,1
21975,Hong Kong,13.2,24,1
23308,Spain,13.2,24,1
23146,Finland,13.16,4,1
72741,Belgium,13.05,9,1
72741,United Arab Emirates,13.05,9,1
72741,Hong Kong,13.05,9,1
22577,Portugal,13.05,45,5
21163,France,13.05,9,2
72741,Korea,13.05,9,1
72741,Sweden,13.05,9,1
23175,Switzerland,13.0,4,1
85159b,United Kingdom,13.0,1,1
23175,Norway,13.0,4,1
22436,Belgium,13.0,20,1
23175,USA,13.0,4,1
23175,Canada,13.0,4,1
35004s,United Kingdom,13.0,1,1
35015,Switzerland,12.96,216,2
16192,United Kingdom,12.9,3,1
84989b,United Kingdom,12.8,10,6
84247J,United Kingdom,12.78,10,9
20832,France,12.76,28,2
21407,France,12.75,3,1
21002,Finland,12.75,3,1
85065,Cyprus,12.75,1,1
21411,Cyprus,12.75,3,1
21340,Norway,12.75,1,1
85163B,Italy,12.75,1,1
84819,United Arab Emirates,12.75,3,1
84819,Channel Islands,12.75,3,1
21004,USA,12.75,3,1
22429,Spain,12.75,3,1
22932,Spain,12.75,5,2
20702,Spain,12.75,3,1
44092B,United Kingdom,12.75,15,6
22282,Spain,12.75,1,1
22372,Germany,12.75,3,1
84815,Channel Islands,12.75,3,1
90166,EIRE,12.75,3,1
20702,Belgium,12.75,3,1
21332,Greece,12.75,1,1
35645,Spain,12.75,3,2
21270,Germany,12.75,1,1
84219,Germany,12.75,5,1
84815,Cyprus,12.75,3,1
72803A,Spain,12.75,3,1
22526,Germany,12.75,1,1
84815,Belgium,12.75,3,1
20702,Greece,12.75,3,1
22236,Channel Islands,12.75,1,1
20771,France,12.75,5,1
21408,Canada,12.75,3,1
84968F,Belgium,12.75,1,1
90200C,Switzerland,12.75,3,1
20703,Italy,12.75,3,1
21323,EIRE,12.75,3,1
85163A,EIRE,12.75,1,1
21331,Portugal,12.75,1,1
90200E,Germany,12.75,3,1
84813,Unspecified,12.75,1,1
22760,Spain,12.75,1,1
22218,Netherlands,12.75,3,1
85163A,Germany,12.75,1,1
21282,Germany,12.75,3,1
22196,Portugal,12.75,15,3
21002,Sweden,12.75,3,1
22851,Spain,12.75,15,3
21464,France,12.75,3,2
21274,EIRE,12.75,1,1
84968D,Italy,12.75,1,1
72807A,Spain,12.75,3,1
90200E,EIRE,12.75,3,1
20702,Austria,12.75,3,1
22526,Portugal,12.75,1,1
84819,Belgium,12.75,3,1
85163B,EIRE,12.75,1,1
47574A,Greece,12.75,3,1
90200D,Switzerland,12.75,3,1
90200A,Switzerland,12.75,3,1
90200B,Switzerland,12.75,3,1
21772,United Kingdom,12.75,1,1
47581B,Unspecified,12.75,1,1
20703,Greece,12.75,3,1
20812,United Kingdom,12.75,5,3
21408,Cyprus,12.75,3,1
84815,Germany,12.75,3,1
21274,Cyprus,12.75,1,1
20703,Austria,12.75,3,1
22218,Sweden,12.75,3,1
21323,Cyprus,12.75,3,1
21540,EIRE,12.75,3,1
84968C,Italy,12.75,1,1
21464,Spain,12.75,3,2
84796A,Spain,12.75,1,1
21361,France,12.75,1,1
20748,Thailand,12.75,1,1
22891,Belgium,12.75,3,1
85163A,Belgium,12.75,1,1
20703,Australia,12.75,3,1
22424,European Community,12.75,1,1
21410,Italy,12.75,3,1
20695,EIRE,12.75,3,1
22424,Unspecified,12.75,1,1
21366,Australia,12.75,3,1
90194,EIRE,12.75,3,1
84617,EIRE,12.75,1,1
84819,Norway,12.75,3,1
21331,Greece,12.75,1,1
21340,Greece,12.75,1,1
84405A,Sweden,12.75,1,1
21410,France,12.75,3,1
21408,Greece,12.75,3,1
21407,Cyprus,12.75,3,1
21076,EIRE,12.75,15,2
90020,EIRE,12.75,1,1
21258,Greece,12.75,1,1
84648,United Kingdom,12.75,1,1
84819,Italy,12.75,3,1
84815,Italy,12.75,3,1
85019C,Netherlands,12.75,3,1
22236,Thailand,12.75,1,1
21411,France,12.75,3,1
72802A,Spain,12.75,3,1
84968F,Italy,12.75,1,1
20703,Belgium,12.75,3,1
22423,Sweden,12.75,1,1
21258,Switzerland,12.75,1,1
21407,Spain,12.75,3,1
22197,Unspecified,12.75,15,2
90200D,EIRE,12.75,3,1
22423,Canada,12.75,1,1
22218,Finland,12.75,3,1
21407,Belgium,12.75,3,1
90200C,EIRE,12.75,3,1
21408,Austria,12.75,3,1
85083,United Kingdom,12.75,5,2
84968D,Netherlands,12.75,1,1
22424,Australia,12.75,1,1
84029G,Spain,12.75,3,1
22276,Israel,12.75,5,1
72752B,United Kingdom,12.75,3,2
22891,Switzerland,12.75,3,1
46000P,France,12.75,3,1
35004p,United Kingdom,12.72,1,1
85157,United Kingdom,12.72,1,1
DCGS0037,United Kingdom,12.72,1,1
20971,Channel Islands,12.72,12,1
DCGS0075,United Kingdom,12.72,1,1
22845,Greece,12.7,2,1
20903,Bahrain,12.7,2,1
22372,Sweden,12.7,2,1
22375,Australia,12.7,2,1
22371,Australia,12.7,2,1
20901,Netherlands,12.7,2,1
22845,Cyprus,12.7,2,1
21003,EIRE,12.7,2,1
22374,Sweden,12.7,2,1
22845,Lebanon,12.7,2,1
20902,Germany,12.7,2,1
20903,Greece,12.7,2,1
85159B,Malta,12.7,2,1
20902,Spain,12.7,2,1
20902,Greece,12.7,2,1
21003,Israel,12.7,2,1
22845,Norway,12.7,2,1
20845,Cyprus,12.7,2,1
22376,Australia,12.7,2,1
84881,Cyprus,12.7,2,1
20903,Germany,12.7,2,1
20801,Finland,12.64,16,1
20754,USA,12.6,6,1
35810B,Portugal,12.6,6,1
22149,Australia,12.6,6,1
22702,EIRE,12.6,6,1
16235,France,12.6,60,1
22212,Norway,12.6,6,1
85053,Finland,12.6,6,1
82605,Cyprus,12.6,6,1
22955,Channel Islands,12.6,6,1
85116,Canada,12.6,6,1
22748,Portugal,12.6,6,1
22955,Switzerland,12.6,6,1
22380,Spain,12.6,6,2
21905,Germany,12.6,6,1
79160,Netherlands,12.6,6,1
47599B,Hong Kong,12.6,6,1
16237,Denmark,12.6,60,1
21293,France,12.6,6,1
20619,Germany,12.6,6,1
35810A,Sweden,12.6,6,1
22279,Channel Islands,12.6,6,1
47568,United Arab Emirates,12.6,6,1
47599A,United Arab Emirates,12.6,6,1
21392,Austria,12.6,6,1
21157,Belgium,12.6,6,1
22746,Australia,12.6,6,1
22703,Italy,12.6,6,1
22149,Switzerland,12.6,6,1
21393,EIRE,12.6,6,1
35809B,Belgium,12.6,6,1
85020,United Arab Emirates,12.6,6,1
22965,Switzerland,12.6,6,1
47599A,Switzerland,12.6,6,1
20799,Germany,12.6,6,1
85197,Switzerland,12.6,6,1
22748,Sweden,12.6,6,1
47599B,RSA,12.6,6,1
21749,Portugal,12.6,6,1
84937,Germany,12.6,6,1
20617,Thailand,12.6,6,1
22955,United Arab Emirates,12.6,6,1
20619,Thailand,12.6,6,1
22899,Denmark,12.6,6,1
22964,Belgium,12.6,6,1
20830,Malta,12.6,6,1
22145,Channel Islands,12.6,6,1
35924,Spain,12.6,6,1
21393,Sweden,12.6,6,1
70006,Germany,12.6,30,1
22515,Italy,12.6,6,1
90108,Switzerland,12.6,12,1
16237,Italy,12.6,60,1
22956,Italy,12.6,6,1
85032C,France,12.6,6,1
22702,France,12.6,6,1
20619,France,12.6,6,1
22141,Austria,12.6,6,1
22747,Norway,12.6,6,1
85053,Poland,12.6,6,1
85053,Italy,12.6,6,1
22144,Switzerland,12.6,6,1
47579,Germany,12.6,6,1
35924,Belgium,12.6,6,1
20754,Singapore,12.6,6,1
21051,Sweden,12.6,6,1
47592A,EIRE,12.6,6,1
21293,Germany,12.6,6,1
84933A,EIRE,12.6,6,1
21427,Norway,12.6,6,1
21736,Cyprus,12.6,6,1
20798,Germany,12.6,6,1
20754,Denmark,12.6,6,1
82599,EIRE,12.6,6,1
22519,Finland,12.6,6,1
20831,Unspecified,12.6,6,1
35911B,Spain,12.6,6,1
22190,EIRE,12.6,6,2
47599A,Spain,12.6,6,1
35810B,Finland,12.6,6,1
21393,Finland,12.6,6,1
22747,Portugal,12.6,6,1
20753,Cyprus,12.6,6,1
21908,Malta,12.6,6,1
20622,Bahrain,12.6,6,1
21532,United Arab Emirates,12.6,6,1
22748,Poland,12.6,6,1
84817,United Arab Emirates,12.6,6,1
20754,Poland,12.6,6,1
85038,Spain,12.6,6,1
22277,Thailand,12.6,6,1
20752,Spain,12.6,6,2
85088,Spain,12.6,6,1
22899,Canada,12.6,6,1
84927D,EIRE,12.6,6,1
22280,Channel Islands,12.6,6,1
35810B,Malta,12.6,6,1
21393,Malta,12.6,6,1
72812,EIRE,12.6,6,1
21398,Malta,12.6,6,1
47599B,Sweden,12.6,6,1
22703,Sweden,12.6,6,1
22519,Italy,12.6,6,1
22516,Italy,12.6,6,1
22518,Lithuania,12.6,6,1
21195,Poland,12.6,6,1
20830,EIRE,12.6,6,1
22964,Austria,12.6,6,1
22144,Belgium,12.6,6,1
22748,Norway,12.6,6,1
21417,EIRE,12.6,6,1
90125D,Switzerland,12.6,6,1
20795,EIRE,12.6,6,1
84270,Channel Islands,12.6,60,2
20865,France,12.6,6,1
22702,Finland,12.6,6,1
22141,Belgium,12.6,6,1
35924,Greece,12.6,6,1
72812,Germany,12.6,6,1
21155,Finland,12.6,6,1
21864,Cyprus,12.6,6,1
22515,Portugal,12.6,6,1
22745,Australia,12.6,6,1
84817,Malta,12.6,6,1
71406C,Spain,12.6,30,3
22279,USA,12.6,6,1
22141,France,12.6,6,1
20622,EIRE,12.6,6,1
85197,EIRE,12.6,6,1
