catalog_id,brand,title,description,price,currency,cluster_id
65070903,,Copy TAG Heuer Carrera Automatic Blue Dial Men's CBK2112.BA0715,Buy Copy TAG Heuer Carrera Automatic Blue Dial Men's CBK2112.BA0715 OnlineBasic InfoListing number 79H0C7Reference number CBK2112-BA0715Brand TAG HeuerModel CarreraCode cbk2112-ba0715-tag-heuer-carreraMovement AutomaticCase material SteelBracelet material SteelCondition NewGender Men's watch/UnisexC,127.8,USD,37455178
7934808,,Zebra Zxp1 Black Ribbon (1000 Images),"Zebra Zxp Series 1 Ribbon - Zxp Series 1 Load-N-Go Black (K) Monochrome Ribbon. 1, 000 Prints Per Ribbon","R 382,6 excl tax",ZAR,1542544
2353834,,PEN DRIVE 3.0 16GB DTIG4 KINGSTON BIANCA/BLU,,7.41,EUR,1915191
49576448,Western Digital,Western Digital Blue SN550 NVMe M.2 2280 1TB PCI-Express 3.0 x4 3D NAND Internal Solid State Drive (SSD) WDS100T2B0C,Western Digital Blue SN550 NVMe M.2 2280 1TB PCI-Express 3.0 x4 3D NAND Internal Solid State Drive (SSD) WDS100T2B0C,104.99,USD,156996
18351112,Epson,"Epson Tinte T6368 Matt Black UltraChrome HDR, 700 ml",,260.20,EUR,833964
69392189,,DISCO DURO EXT USB3.0 3.53TB WD MY BOOK NEGRO,"Western Digital My Book, Unidad de disco duro, 3.0 (3.1 Gen 1), USB Type-A, Windows 10 Education, Windows 10 Education x64, Windows 10 Enterprise, Windows 10 Enterprise x64, Wi, Mac OS X 10.10 Yosemite, Mac OS X 10.11 El Capitan, Mac OS X 10.9 Maveri",118.14,EUR,707463
42545635,DJI Service LLC,DJI Mavic AIR Part 4 Car Charger - Black - CP.PT.00000120.01,The Mavic Air Car Charger is used to charge the Intelligent Flight Battery through the car's 12 V accessory socket. It comes with low-voltage protection to ensure enough starting battery voltage for the car. Overheating protection will automatically cut off charging if the accessory port exceeds a c,56.00,USD,1285552
30633820,Jabra,Jabra BIZ 2400 II binaural NC (FreeSpin),,144.90,EUR,472648
8425048,,Fujifilm 23mm f2 R WR XF Lens - Black,"The Fuji 23mm f2 R WR XF Lens in Black is a compact, weather-resistant lens ideal for travel, street and portrait photography. Features a fast f/2 aperture making it perfect for low-light conditions and with its 9 diaphragm blades, delivers a pleasing out of focus quality when working with a shallow",429.00,GBP,304177
71230707,,Sandisk Extreme Pro USB 3.1 Solid State Flash Drive 128GB - SDCZ880-128G-G46,"TRANSFER 4GB TO DRIVE IN LESS THAN 25 SECONDSThe SanDisk Extreme PRO USB 3.1 Solid State Flash Drive delivers super-fast solid state performance in a USB flash drive. A game-changer in the USB storage category, this flash drive offers read speeds of up to 420MB/s and write speeds of up to 380MB/s1 t",18.90,KWD,79238
89002970,,"Kingston HX316C10FK2/8 (DDR3, 2x 4 Gb, 1600 , CL10-10-10, DIMM)",,3630,RUB,288081
70225094,SAMSUNG,SSD SAMSUNG 970 EVO 500 Go,SSD SAMSUNG 970 EVO 500 Go- PCIe 3.0 x4 NVMe,89.99,EUR,1929047
40618518,,T1204171105100 Tissot Seastar 1000 Quartz,"The Tissot Seastar 1000 merges style and performance without compromising either. The diving inspiration shapes both the appearance and the functionality of this watch. It maintains its performance to a pressure of 30 bar (300m/1'000ft), combining underwater sports and a preference for a sophisticat",479.0,EUR,1508649
28217630,WESTERN DIGITAL,Western Digital My Book external hard drive 3000 GB Black,,104.75,,707463
78491388,,Razer Viper Ultimate Ambidextrous with Charging Station Wireless Gaming Mouse - Black | RZ01-03050100-R3G1,"NOT ALL WIRELESS MICE ARE MADE EQUALForget about average and claim the unfair advantage with the Razer Viper Ultimate—a wireless gaming mouse built to win. Designed to be a true extension of a gamer, this deadly predator comes with our most cutting-edge technology, and is ready to sink its fangs int",545,AED,782653
41293728,,Epson Singlepack UltraChrome XD Matte BlackT693500(350ml),Epson Singlepack UltraChrome XD Matte BlackT693500(350ml),123.88,GBP,2734298
83472763,,Traveler's Refills: MD Paper - 002 / grid,"These notebooks aremade in Japan, where there is a rich tradition of elevating basic craft to perfected art form. MD Paper is no exception,meticulously engineered for the finest writing experience. There is no detail overlooked: the paper is made from hardwood, which allows a softer finish than pulp",6.0E0,USD,2662935
91281808,,Canon PG-545 black 180 str.(8287B001),,69,PLN,328043
16282417,Canon,"Canon PFI-107C PFI-107C 6706B001AA Ink Cartridge - Cyan, 6706B001 (6706B001)",Pfi-107C - Dye Cyan Ink Tank 130Ml,83.32,USD,1292504
80240194,,Kingston 32GB SDS2 Canvas Select Plus SD card Class10 UHS-I Flash Memory 80MB/s Read 10MB/s Write Full HD Photo Video Camera Waterproof Shock Proof,"Kingston 32GB SDS2 Canvas Select Plus SD card Class10 UHS-I Flash Memory 80MB/s Read 10MB/s Write Full HD Photo Video Camera Waterproof Shock Proofapacities232 GBPerformance1100 MB/s Read (32 GB-64 GB)Dimensions24 mm x 32 mm x 2.1 mmFormatFAT32 (32 GB), exFAT (64 GB-512 GB)Operating temperature-25 °",17.08,AUD,1980656
59671298,DANIEL WELLINGTON,Relgio DANIEL WELLINGTON Classic Black Cornwall,Relgio DANIEL WELLINGTON Classic Black Cornwall,139.00,EUR,2533164
26740795,Shimano,Shimano CS-M8000 XT 11sp Cassettes - 11-46t (11-13-15-17-19-21-24-28-32-37-46),,99.99,USD,127568
41459825,,D1-TAPE 9MM X 7M noir ON blanc IN,S0720680 Dymo,0,EUR,4559
43224065,,Seamaster Planet Ocean 600M Omega Co‑Axial Master Chronometer 45.5 mm,,87600,SEK,27649829
1938345,,"Card memorie SANDISK 32 GB, Extreme, viteza de citire; pana la 100 MB/s,adaptor SD inclus","32 GB, Extreme, viteza de citire; pana la 100 MB/s,adaptor SD inclus; video (viteza): V30 / C10 / U3 / A1",58.82,RON,2008617
26099517,,"Elixir 16002 Acoustic Strings Phosphor Bronze Nanoweb Coating, 6-String, Extra Light","Elixir® Strings Acoustic Phosphor Bronze with NANOWEB® Coating deliver distinctive phosphor bronze warmth and sparkle together with extended tone life.#1 acoustic guitar string*Only coated string brand to protect the entire string with an ultra-thin coating, keeping gunk out of the gaps between the ",14.99,USD,2603630
47978923,,"Corsair case Crystal Series 570X RGBTempered Glass, Premium ATX Mid-Tower","Type of computer case Midi Tower Case type (motherboard type) • MINI ITX• MicroATX• ATX Supported power supply standards ATX Number of internal 2,5\"" bays 3 Number of internal 3,5\"" bays 2 Installed power supply(ies) Нет Maximal qty of power supplies 1 Power supply (supplies) power 0 Watt Type of +1",203.7,EUR,355445
2071835,newera,New Era NFL New Orleans Saints 9Fifty Cap Schwarz,,32.05,EUR,57147200
66020255,,Omega Seamaster 215.30.46.51.03.001,,,,2193117
70919736,,Seagate IronWolf Pro ST8000NE001hard drive - 8 TB - SATA 6Gb/s,Built to maintain performanceSupport your business,230.99,GBP,1578824
68075793,,"Blaze Professional 27"" 2 Burner Grill","Blaze Professional 27"" 2 Burner Built-In Gas GrillBlaze presents the Blaze Professional Grill as a leader in the industry regarding the thickness of its components resulting in irrefutable durability while providing an effective cooking system. By the precision mixing of fuel and oxygen, Blaze Profe",2499.99,USD,6766905
58597448,,Blaze 40-inch 5-Burner LTE Gas Grill With Rear Burner and Built-in Lighting System,"Blaze 40-Inch 5-Burner LTE Gas GrillBlaze introduces an affordable commercial style grill that was designed with your outdoor BBQ desires in mind. Blaze gas grills feature precision cut, 304 stainless steel components that bring the promise of lasting durability to your outdoor BBQ!This model takes ",2199.99,USD,4825180
31024918,AMD,AMD Ryzen 5 3400G 4-Core 8-Thread 3.7 GHz Unlocked Desktop Processor with Radeon RX Graphics,4 Cores & 8 Threads3.7 GHz Base Clock4.2 GHz Max Boost ClockSocket AM42 MB L2 & 4 MB L3 CacheDual-Channel DDR4-2933 MemoryIntegrated Radeon Vega 11 GraphicsWraith Spire Cooler Included,189.99,USD,685416
75566537,,"Corsair 110R Gaming Case with Tempered Glass Window, ATX, No PSU, 12cm Fan",A SUBTLE SHOWCASEThe 110R's minimalist design ensures that your system can fit in almost any environment and displays your components through a beautiful tempered glass side panel.FLEXIBLE STORAGE OPTIONSSupports up to four drives for the storage options you need: two 2.5in trays and two combo 3.5in,2146582.00,IDR,1196850
14864012,,MICRO SD - 128GB CLASS10 + ADATTATORE - KINGSTON SDCS/128GB,MICRO SD - 128GB CLASS10 + ADATTATORE - KINGSTON SDCS/128GB,23.90,EUR,854253
64730643,,SanDisk Memorijska kartica SDSDXXY-256G-GN4IN Extreme Pro SDXC Card 256GB - 170MB/s V30 UHS-I U3,,1099,Kn,1600396
13684723,,Cooler Master Mastercase H500 ARGB Midi Tower Behuizing,,"114,95",EUR,1473407
50303751,Canon,Canon Canon EF 100mm f/2.8L Macro IS USM,This item may qualify for an Instant Rebate. Any current manufacturer rebate will be refunded to your card after purchase. Please email shop@lookingglassphoto.com if you have any questions.,899.99,USD,730377
52148925,,Audio Technica ATH-M40X Flat Response Studio Headphones,"Audio Technica ATH-M40X Flat Response Studio HeadphonesThis is the most critically acclaimed model in the Audio Technica M-Series line, praised by top audio engineers and pro audio reviewers year after year. The ATH-M50x features the same coveted sonic signature, now with refined earpads and detacha",,,819981
40916385,,Park Tool Handle Hex Wrench Set PH-12,"Engineered for fit, function, and leverage, these L-shaped shop quality hex wrenches are a must have for every workshop.Features :High-torque, industrial steel wrenchesStraight hex shaft on the short side, ball end on the long sideIncludes 2, 2.5, 3, 4, 5, 6, 8, and 10mmComfortable, ergonomically de",84.99,EUR,2492031
38229177,,CISCO - Catalyst 2960 Plus 48 10/100 + 2 T/SFP L,CISCO Catalyst 2960 Plus 48 10/100 + 2 T/SFP L (WS-C2960+48TC-L) - Produkt: Administrerad - Portar: 48 - Hastighet: 100Mbps,19599.00,SEK,3739198
42191064,,"27\"" BenQ SW271 4K Adobe RGB Color Management Photographer Monitor",27” 3840x2160 4K UHD Resolution 99% Adobe RGB with IPS technology Hardware Calibration Palette Master Element color calibration software USB-C for transmitting data and video signal with one cable Black-and-White photo mode High Dynamic Range (HDR) support Shading Hood / OSD controller Colour Gamut:,979.00,GBP,466745
22745274,,SEAGATE EXTERNAL HDD RUGGED THUNDERBOLT 4TB USB TYPE C THUNDERBOLT 3 YEAR CARRY IN WARRANTY,,,,1073295
83958613,,Kingston Gaming Memory 16 Gb 3200 Mhz Ddr4 Nonecc Dimm Cl16 Limited Lifetime Warranty,KINGSTON GAMING MEMORY 16GB 3200MHZ DDR4 NONECC DIMM CL16 LIMITED LIFETIME WARRANTY,2.229E3,ZAR,133673
63587638,Samsung,SAMSUNG T7 Touch Black 2TB Portable SSD with Fingerprint ID,"2TB Samsung T7 Touch MU-PC2T0K/WW, Portable External SSD, Fingerprint ID, USB 3.2 Gen2/Type-C,Bus Powered, Black",365.99,GBP,327893
41453265,,"Samsung Portable SSD T5 2TB external Black, USB-C/USB3.0",,479,EUR,932319
78438382,,Traveler's Refills: Sketch Paper,"48 perforatedpages, saddle stitchedShop the whole Traveler's Notebook collection here.photos via Traveler's Company Japan",7.5E0,USD,4249975
75251439,Epson,B-500DN STD CAP YELLOW,,50.77,GBP,295197
40180230,,"Hikvision DVR Turbo HD, 1920x1080P, Ref: DS-7216HUHI-K2","Hikvision DVR Turbo HD, 1920x1080P, Ref: DS-7216HUHI-K2",323.094714,EUR,1336313
38784883,,Maxxis Tire High Roller II EXO/TR Foldable 29x2.30,"An open and aggressive tread design gives the High Roller II excellent soil penetration and mud-clearing ability. A square profile provides a solid, consistent feel across the knobs. Modified knobs on the shoulder and center improve braking performance and traction on hard surfaces. An excellent cho",,,1496586
32421414,,"Evans EC2S Clear 13\"" Drumhead","Evans clear EC2 series features two plies of 7mil film with optimized attack, tone, length of sustain and ease of tuning for each size head. The Sound Shaping Technology (SST) Edge Control ring mounted on the underside delivers an extremely well balanced and pre-EQ'd sound across the full kit by var",7.2E1,MYR,3041830
38874870,,ASUS ROG STRIX AMD Radeon RX 5500XT Overclocked 8G,"Powered by AMD Radeon™ with PCI 4.0 performance, 1440p the ROG Strix RX 5500XT O8G Gaming Graphics Card features a reinforced frame, customizable Aura Sync RGB lighting, increased cooling performance from dual Axial-Tech fans and Max Contact technology.Axial-tech fan design features longer fan blade",354.95,CAD,1767558
33760207,FUJIFILM,Fujifilm Instax Square Film (Plain 10's x2),For FUJIFILM INSTAX SQUARE CamerasBlack Frame BordersColorful Star-Like Pattern2.4 x 2.4,90.0,MYR,300521
26740796,Shimano,Shimano CS-M8000 XT 11sp Cassettes - 11-40t (11-13-15-17-19-21-24-27-31-35-40),,89.99,USD,328225
89749927,,Fujifilm 16531958 instant picture film 54 x 86 mm 10 pc(s),This single pack of FUJIFILM INSTAX Mini Monochrome Instant Film contains 10 sheets of instant black & white film that is compatible for use with the FUJIFILM INSTAX Mini series of cameras or INSTAX SHARE printers. This film features neutral gray tonality and normal contrast with natural shadow and ,17.12,GBP,165928
1425916,,ASUS GeForce GTX1660 DUAL EVO,"Grafikkort, PCI-Express 3.0, 6GB, GDDR5, 1500/1875MHz, Turing",1929.00,DKK,742606
32932210,,DDR3 HyperX Fury Black - 4 Go 1600 MHz CAS 10,Mémoire DDR3 - PC-12800 - Low-Profile,28.99,EUR,1824443
23279983,Corsair,Corsair Vengeance LPX 16GB (2x8GB) 2133MHz CL13 DDR4,Corsair Vengeance LPX 16GB (2x8GB) 2133MHz CL13 DDR4 available to buy online from PC Case Gear – Australia’s Premier Online PC Store.,89,AUD,941703
23836667,Blaze,"Blaze Built-In Natural Gas Grill with Lights (BLZ-4LTE-NG), 32-inch","Blaze introduces an affordable commercial style grill that was designed with your outdoor BBQ desires in mind. Blaze gas grills feature precision cut, 304 stainless steel components which bring the promise of lasting durability to your outdoor BBQ! This model takes things to the next level with it's",1649.99,USD,1435805
37083729,,Apple Airpod Pro Wireless Bluetooth IPX4 In-Ear Headphones with Wireless Charging Case - White,"AirPods Pro have been designed to deliver Active Noise Cancellation for immersive sound, Transparency mode so you can hear your surroundings and a customisable fit for all-day comfort.",298.00,CAD,1563974
42858288,,Logitech H151 Multi-device stereo headset with in-line controls,"EASY-TO-USE HEADSET THAT SOUNDS GREAT ON ALL YOUR DEVICESEssential stereo headset works on all operating systems and platforms via the standard 3.5mm audio jack connection. Just plug your headset into the 3.5mm port on your computer, tablet or smartphone and it’s ready to go. In-line controls let yo",1.1E2,AED,122031
19543686,Shimano,"M786 SHADOW PLUS: N/A, SGS","Shimano's Deore XT Rear Derailleur uses cold-forged construction and cutting edge technology to deliver crisp shifting, real-world reliability, and trademark precision. Plus-type derailleurs use a lever-actuated clutch spring to prevent chain slap, reduce noise while on the trail, and improve chain ",99.99,USD,2738637
39261266,,"Corsair Crystal 570X RGB Mid-Tower Black ATX Case, Tempered Glass Windows, No PSU, 2x USB 3.0, Audio In/Out, 3x SP120 RGB Fan","Corsair Crystal 570X RGB Mid-Tower Black ATX Case, Tempered Glass Windows, No PSU, 2x USB 3.0, Audio In/Out, 3x SP120 RGB Fan",279.00,AUD,355445
47886079,,Jabra BIZ 2300 USB MS Duo - headset,"Your contact center agents are your brand ambassadors, so give them the tool to sound as clear as your brand. In Jabra's Biz 2300 world class sound meets world class durability in an exceptionally comfortable and stylish corded headset – keeping both your agents and your customers happy. Jabra Biz 2",168,USD,1086172
36866967,Brother,"TN-200 Toner für Brother HL 700, 720, 730, 760, MFC 3550, 3650, 4300, 4350, 4450, 4550 2.200 Seiten","Original Toner von für Brother Fax 8000, 8050, 8060, 8200, 8250, 8650, 9500, Brother HL 700, 720, 730, 760, MFC 3550, 3650, 4300, 4350, 4450, 4550, 4600, 4650, 6550, 7550, 7650, 7750, 800 P, 9000, 9050, 9060, 9500, 9550, Brother P 8000, Brother Laserfax PMarke: Brother, Artikelnummer: TN-200EAN Numm",44.38,EUR,5223239
35708976,Dymo,Dymo 45017 Black On Red - 12mm,Dymo S0720570 from Dymo Express. 45017 Black On Red - Red- 12mm.,10.85,GBP,48435
38788118,Corsair,CORSAIR DDR4 2133MHZ 8GB 1x288 DIMM 1.20V Unbuffered 15-15-15-36,,32.15,EUR,2861749
75937316,,Cruzer Force USB flash drive 16 GB USB Type-A 2.0 Chrome,Product colour: ChromeForm factor: CapHousing material: MetalSecurity algorithms: 128-bit AESFingerprint reader: NPassword protection: YPIN-secured access: NOperating temperature (T-T): 0 - 45 °CStorage temperature (T-T): -10 - 70 °CWidth: 34.4 mmDepth: 12 mmHeight: 7.4 mmDevice interface: USB Type-,57.00,DKK,199603
3886051,,Daniel Wellington Classic Sheffield DW00100007,Daniel Wellington Classic Sheffield DW00100007Case Diameter: 40mmCase Thickness: 6mmDial Color: Eggshell WhiteMovement: Japanese Quartz MovementMaterial: Double Plated Stainless Steel (316L)Case Color: Rose GoldStrap Width: 20mmStrap: Leather StrapStrap Color: BlackWater Resistant: Up to 3 ATM (Rain,255.00,SGD,3851409
60359264,,Apple AirPods (2nd Gen) with Charging Case,"SensorsDual beamforming microphonesDual optical sensorsMotion-detecting accelerometerSpeech-detecting accelerometerChipDual beamforming microphonesControlsDouble-tap to play, skip forwards or answer a phone callSay “Hey Siri” to do things like play a song, make a call or get directionsCharging CaseW",150.00,GBP,767259
23258706,Maxxis,"Maxxis Maxxis, Minion DHR2 Pneu, 29X2.30 Pliable Tubeless Ready 3C Maxx Terra Double Down, 120x2TPI Noir",,124.99,CAD,1084991
56115346,,5 Pack: UniFi AC Outdoor AP Mesh Pro Dual-omni ant no PoE adapers (UAP-AC-M-PRO-5),5 Pack avUBI-UAP-AC-M-PRO,10609.00,SEK,4275566
90951828,,"NIC TP-Link TL-WN821N, USB 2.0 Adapter, 2,4GHz Wireless N 300Mbps, Internal Antenna QCA(Atheros), 2T2R",Networking Type: Network AdapterWi-Fi Support: YesLocal Area Network Architecture: WirelessInterface: WirelessNetworking Form Factor: Wireless,61.80,HRK,1164344
7114245,Maxxis,"Maxxis Assegai, Tire, Folding, Tubeless Ready, 3C Maxx Terra, EXO+, Wide Trail, 120TPI",,108.00,CAD,275948
8538731,,"Razer Viper Mini Wired USB Gaming Mouse 6 Programmable Buttons, 8500 DPI Optical Sensor, Razer Chroma RGB for PC Gamers (Black)","Razer Viper Mini Wired USB Gaming Mouse (RZ01-03250100-R3M1)Features PC GAMING MOUSE: compatable with Windows 10 and Windows 8 works well with all major Computer Brands and Gaming Laptops 6 PROGRAMMABLE BUTTONS: Fully configurable via Razer Synapse 3, the mouse has 2 side buttons on its left and one",4000.00,INR,910627
51760904,Jabra,JABRA 2406-820-205 BIZ 2400 II Headset,"JABRA 2406-820-205 BIZ 2400 II MONO 3-1 NC:Flexible 3-in-1 design allows for headband, neckband or ear hook wearing stylePeakStop™ Safe sound and superior hearing protectionTotal comfort with a wide range of styles that match your individual needs and personal fit requirementsHD voice quality audio ",189.0,USD,2148042
66271987,KINGSTON,Memoire DDR4 KINGSTON HyperX Predator - DDR4 - 16 Go,Memoire DDR4 KINGSTON HyperX Predator - DDR4 - 16 Go- 2 x 8 Go - DIMM 288 broches - 3333 MHz / PC4-26600 - CL16 - 1.35 V - mémoire sans tampon - non ECC - noir,114.99,EUR,499316
28956719,,Epson Singlepack UltraChrome XD Magenta 110ml,The Epson Singlepack UltraChrome XD Magenta 110ml (C13T692300) is an Ink cartridge manufactured by Epson and is 110ml.,,,126198
54722844,Sony,Sony FE Series 24-240mm lens F3.5-6.3 OSS Lens,The FE 24-240mm f/3.5-6.3 OSS Lens from Sony is a full-frame compatible E-Mount telephoto zoom lens with the versatility to stretch from true wide-angle to super telephoto perspectives.,749,GBP,740038
52683124,,Crucial BX500 480GB 2.5' SATA3 6Gb/s SSD - 3D NAND 540/500MB/s 7mm 1.5 mil MTBF 3yr wty Acronis True Image Solid State Drive,Advanced Features:Ã¢ÂÂ¢ Multistep Data Integrity Algorithm Ã¢ÂÂ¢ Thermal Monitoring Ã¢ÂÂ¢ SLC Write Acceleration Ã¢ÂÂ¢ Active Garbage Collection Ã¢ÂÂ¢ TRIM Support Ã¢ÂÂ¢ Self-Monitoring and Reporting Technology (SMART) Ã¢ÂÂ¢ Error Correction Code (ECC) ESSENTIAL PERFORMANCE. The easiest way t,73.00,AUD,125897
18824446,APC,Bộ lưu điện UPS APC SRT6KRMXLI 6000VA Rackmount,"Thông số kỹ thuật Đánh giáBộ lưu điện APC SRT6KRMXLIOutput power capacity:6.0 KWatts / 6.0 kVAMax Configurable Power (Watts):6.0 KWatts / 6.0 kVANominal Output Voltage:230VOutput Voltage Distortion:Less than 2%Output Frequency (sync to mains):50/60Hz +/- 3 HzOther Output Voltages:220, 240Load Crest ",60900000,VND,1978071
57810360,,Mikrotik CCR1036-12G-4S-EM - A carrier grade router and 36 core Tilera CPU.,"CCR1036-12G-4S-EM is a carrier grade router with a cutting edge 36 core Tilera CPU! Unprecedented power and unbeatable performance - this is our new flagship device. Over 20 times faster than our previous top model, the Cloud Core supports throughput of up to 24 million packets per second, or up to ","USD$1,195.00",USD,3846144
54709322,,Logitech USB Headset H540 - USB - EMEA 981-000480,,53.29,EUR,429252
20101674,Canon,Canon EF 100mm F2.8 L IS USM Macro, The EF 100mm f/2.8L Macro IS USM has a true macro magnification ratio of 1:1.,969.00,GBP,852917
58461375,,G.SKILL DDR4 TRIDENTZ 2x8GB 3600MHz CL16 XMP2 RGB - F4-3600C16D-16GTZNC,,531.39,PLN,2024334
93938575,,Kingston Notebook Memory 4 Gb 2400 Mhz Ddr4 Nonecc Dimm 1.5 V Limited Lifetime Warranty,KINGSTON NOTEBOOK MEMORY 4GB 2400MHZ DDR4 NONECC DIMM 1.5V LIMITED LIFETIME WARRANTY,5.89E2,ZAR,352020
15506125,,DDR3 4GB 1600 MHZ DIMM KINGSTON,,22.55,EUR,735114
20108806,,DJI Tello Battery Charging Hub,DJI Tello Battery Charging Hub,3.595E1,NZD,1555405
94578154,,"Plaquettes - Road disc, Level A1 (17-19) -Sintered/steel",,0,EUR,188533
50944297,,WD My Passport 1TB USB 3.0 + Etui,,239,PLN,283756
41978210,,Canon 10-18mm IS STM Lens,"The EF-S 10-18mm f/4.5-5.6 IS STM lens combines optical excellence with cutting-edge performance, providing an ultra-wide angle of view in a compact, portable package, perfect for EOS cameras with an APS-C sensor.",399.00,CAD,3329047
87636038,,TP-LINK EAP115 300Mbit/s Power over Ethernet (PoE) WLAN toegangspunt,300Mbps Wireless N Ceiling Mount Access PointEAP115- Free Auranet Controller Software enables administrators to easily manage hundreds of EAPs- The user-friendly Cluster Mode allows manage up to 24 (EAP115) without requiring any extra hardware or software- Supports Power over Ethernet (802.3af) for ,4.195E1,EUR,2222007
25641839,,Original Epson T0487 Ink cartridge Multipack,Original Epson T0487 Ink cartridge Multipack,109.62,GBP,2334631
62084813,RAM MOUNT,"1\"" Ball Clutch/Brake & Bar Mount",CLUTCH/BRAKE MOUNT HOLE CENTRES 24MM TO 40MM + U-BOLT MOUNT 12.7MM TO 31.75MM,24.67,GBP,2268487
8105138,Lexmark,"Original Toner Lexmark E260A11E, ca. 3.500 S., schwarz",,112.39,EUR,1913870
82025603,,HyperX FURY Blue 8GB (2x4GB) 1600MHz DDR3 Memory Kit,"HyperX brand featuring Intel XMP profile support, large 8GB DDR3 module kit, with CL10 latency timing, featuring 1.5V and fast 1600MHz or PC3-12800",,,288081
89973207,,Cisco Catalyst WS-C2960X-24TD-L network switch Managed L2 Gigabit Ethernet (10/100/1000) Black,"Cisco Catalyst WS-C2960X-24TD-L, Managed, L2, Gigabit Ethernet (10/100/1000), Full duplex, Rack mounting",0.0,EUR,758825
55201507,,OKI B401/Mb441/451 Bk High C dufthylki 2.5K,Nánari lýsing frá framleiðanda:Barcode: 5031713055389Compatible Brand: OkiCompatible Printer(s): B401 Desktop Mono Printers and MB441/MB451/MB451w Multifunction Mono PrintersEC Commodity Code: 84439990Form Factor: CartridgeModel Name: 44992402New/Remanufactured: NewOriginal/Compatible: Original Manu,20900,ISK,140469
86739887,,R7000 SPD-SL Carbon Road Pedals,SPD-SL road pedal for high performance road racingDesigned to match the 105 11-speed groupWide lightweight carbon body provides large shoe contact area to maximise power transfer and support whilst reducing weightLow profile design increases road clearance for increased confidence when slicing throu,99.99,GBP,1588018
76444213,EPSON,Epson Cartouche d encre magenta PP-100 (PJIC4) (C13S020450),"Ink Cartridge, Magenta",,,2284784
25340730,,LaCie 4TB HDD External Mobile Drive - Moon Silver,"Sleek Design with Lavish SpaceLaCie's Mobile Hard Drive delivers the space you need for photos, playlists, docs, and more. It Mac, Windows, USB-C, and USB 3.0 compatibility for easy, flexible access. One-click or automatic backup makes file storage smooth, and LaCie's 30th-anniversary diamond-cut de",139.99,GBP,267024
3777655,LOGITECH,Logitech G402 Gaming Mouse USB Siyah 910-004068,Mouse RengiSiyahPc BalantsUSBGaranti Sresi24 AyMouse Tular8 Tu_1_Scrollznrlk4000 dpiMouse TipiOptikMouse UyumluluuNotebook ve Pc,,,514979
15724231,,APC SRT10KXLI Smart-UPS SRT 10000VA Tower 230V,,34652.03,PLN,1284659
36061219,,TP-Link Omada EAP225-Outdoor,"The Omada EAP225-Outdoor by TP-Link provides a business-class wireless network solution that’s flexible, manageable, secure, and easy-to-deploy. Featuring cloud access, Omada Cloud Controller OC200 or Omada Software Controller allow users to centrally manage the entire Omada networks in the remote s",82.90,GBP,233795
20052958,,Jabra EVOLVE 80 MS Stereo,"The Jabra EVOLVE 80 MS Lync optimised over-the-ear stereo headset for VoIP softphone, mobile phone and tablet. Certified for Skype for Business",843.75,AUD,192208
49957312,Tissot,Tissot Stainless Steel T-Sport Men's Watch - T1204071105100,The automatic choice,715.00,USD,330408
65208205,,Audio-Technica Headphones - ATH-AD500X,"With a lightweight honeycomb aluminum casing and magnesium frame structure, these open-air headphones produce no sense of pressure on the ears, offering a completely natural listening experience. Newly designed 53mm drivers with CCAW voice coils reproduce remarkably natural sound, with impactful bas",2.99E2,NZD,87840
14636186,Razer,Razer RZ01-03250100-R3M1 Viper Mini 61G Ultra-Light Weight Design Chroma RGB Underglow Mouse,,169.0,AED,910627
20148664,,Sigma ART 50mm f/1.4 DG HSM Lens for Canon,,1099.99,CAD,75956
68284224,,"RAM Composite Short Double Socket Arm for 1\"" Balls","The RAP-B-201U-A, short double socket arm, has a socket at both ends that accommodates 1\"" ball bases. This socket technology allows for almost infinite adjustment and perfect viewing angles.(This product does not include single spring)SpecificationsDimensions:Overall Length: 2.38\""Socket-To-Socket ",1.595E1,AUD,3656260
23336476,Shimano,"Shimano CASSETTE, CS-R8000, ULTEGRA, 11V 11-28T,",,124.99,CAD,895823
18159593,Corsair,Corsair Vengeance Lpx 32 Gb (2x16 Gb) Ddr4 Dram Dimm 2666 M Hz Unbuffered 16 18 18 35 Black Heat Spreader 1.2 V Xmp 2.0,Designed for high-performance overclocking on Intel X99 and 100 Series motherboardsVengeance LPX...,170.0,AUD,861125
81533196,,Corsair Carbide SPEC-01 Red LED,,,,195552
16319132,,Sigma 35mm f/1.4 DG HSM Art Lens Canon,67mm Filter Size f/1.4 Aperture N/A Stabilized Canon EF Mount FIRMWARE UPDATE via Sigma Optimization Pro* The Sigma 35mm 1.4 DG HSM is a state of the art lens designed for full frame cameras but can also be used with APS-C sensors as well. The first addition to the Art...,699.00,USD,704991
68792553,APC,BỘ LƯU ĐIỆN APC SRT3000RMXLI 3000VA rackmount,"Thông số kỹ thuậtĐánh giáBộ lưu điện APC SRT3000RMXLIOutput power capacity:2.7 KWatts / 3.0 kVAMax Configurable Power (Watts)\""2.7 KWatts / 3.0 kVANominal Output Voltage:230VOutput Voltage Note:Configurable for 220 : 230 or 240 nominal output voltageOutput Voltage Distortion:Less than 2%Output Frequ",30100000,VND,2267064
